kon,koff,t,complex
1.5,0.3,60.0,0.6416927913603132
2.0,0.05,0.0,0.0
2.0,0.05,2.0,0.7720687820287792
2.0,0.05,4.0,0.8344852031854785
2.0,0.05,6.0,0.8486648958471251
2.0,0.05,8.0,0.8524412323533389
2.0,0.05,10.0,0.8534866655360678
2.0,0.05,12.0,0.8537792822666114
2.0,0.05,14.0,0.8538606582631766
2.0,0.05,16.0,0.8538829192003525
2.0,0.05,18.0,0.8538907696286177
2.0,0.05,20.0,0.8538913752795884
2.0,0.05,22.0,0.8538931430954239
2.0,0.05,24.0,0.8538923287857918
2.0,0.05,26.0,0.8538932850673993
2.0,0.05,28.0,0.8538946204860949
2.0,0.05,30.0,0.8538918063560035
2.0,0.05,32.0,0.8538933694512101
2.0,0.05,34.0,0.8539046776434107
2.0,0.05,36.0,0.8538972667376248
2.0,0.05,38.0,0.8538803275986312
2.0,0.05,40.0,0.8539160450232656
2.0,0.05,42.0,0.853946263025321
2.0,0.05,44.0,0.8538732746038046
2.0,0.05,46.0,0.8538560853278491
2.0,0.05,48.0,0.8539965022911096
2.0,0.05,50.0,0.8538994446163461
2.0,0.05,52.0,0.8537975969679149
2.0,0.05,54.0,0.8539818911404701
2.0,0.05,56.0,0.853872356854712
2.0,0.05,58.0,0.8538207602534011
2.0,0.05,60.0,0.8538718337833658
2.0,0.1,0.0,0.0
2.0,0.1,2.0,0.7467534006111513
2.0,0.1,4.0,0.7919882304582013
2.0,0.1,6.0,0.7986937311498177
2.0,0.1,8.0,0.7997859384828754
2.0,0.1,10.0,0.7999653557313676
2.0,0.1,12.0,0.7999948461483295
2.0,0.1,14.0,0.7999988478065574
2.0,0.1,16.0,0.7999994754851765
2.0,0.1,18.0,0.8000014403880867
2.0,0.1,20.0,0.7999993800131859
2.0,0.1,22.0,0.8000050424215669
2.0,0.1,24.0,0.800007268314839
2.0,0.1,26.0,0.7999882795688197
2.0,0.1,28.0,0.800057997207284
2.0,0.1,30.0,0.7999771579047531
2.0,0.1,32.0,0.8000415458694227
2.0,0.1,34.0,0.8000609775919365
2.0,0.1,36.0,0.7999231875254678
2.0,0.1,38.0,0.8000946893306036
2.0,0.1,40.0,0.7999101925882564
2.0,0.1,42.0,0.8000455291973103
2.0,0.1,44.0,0.79996804813779
2.0,0.1,46.0,0.8000011349945207
2.0,0.1,48.0,0.8000093777004048
2.0,0.1,50.0,0.799977855235414
2.0,0.1,52.0,0.8000288621788461
2.0,0.1,54.0,0.7999665509456484
2.0,0.1,56.0,0.8000392453753048
2.0,0.1,58.0,0.79995916129597
2.0,0.1,60.0,0.7999836378932009
2.0,0.15,0.0,0.0
2.0,0.15,2.0,0.7236207150769446
2.0,0.15,4.0,0.7572109528886409
2.0,0.15,6.0,0.7606601134650628
2.0,0.15,8.0,0.7610379321060102
2.0,0.15,10.0,0.7610789939299316
2.0,0.15,12.0,0.7610831981628019
2.0,0.15,14.0,0.7610822582391786
2.0,0.15,16.0,0.7610850066268499
2.0,0.15,18.0,0.7610852895093972
2.0,0.15,20.0,0.7610933290009725
2.0,0.15,22.0,0.7610782238070246
2.0,0.15,24.0,0.7611423876784124
2.0,0.15,26.0,0.7610349770580167
2.0,0.15,28.0,0.7611699561295876
2.0,0.15,30.0,0.7610961368421022
2.0,0.15,32.0,0.7609758874910387
2.0,0.15,34.0,0.76118561905138
2.0,0.15,36.0,0.761023425086985
2.0,0.15,38.0,0.7610423157094871
2.0,0.15,40.0,0.7611423137220701
2.0,0.15,42.0,0.7610419430836625
2.0,0.15,44.0,0.7610761024449697
2.0,0.15,46.0,0.7611363067411845
2.0,0.15,48.0,0.7610143504432745
2.0,0.15,50.0,0.7611227205481164
2.0,0.15,52.0,0.7611033624162375
2.0,0.15,54.0,0.7610234987023711
2.0,0.15,56.0,0.7611545165172875
2.0,0.15,58.0,0.7610310831073949
2.0,0.15,60.0,0.7610684280279133
2.0,0.2,0.0,0.0
2.0,0.2,2.0,0.7023803848466275
2.0,0.2,4.0,0.7278055423414258
2.0,0.2,6.0,0.7296880222980073
2.0,0.2,8.0,0.7298309149422568
2.0,0.2,10.0,0.7298418862702414
2.0,0.2,12.0,0.7298439979476814
2.0,0.2,14.0,0.7298485188119361
2.0,0.2,16.0,0.7298384845550991
2.0,0.2,18.0,0.729873732101026
2.0,0.2,20.0,0.7298244643653922
2.0,0.2,22.0,0.7298905878592806
2.0,0.2,24.0,0.729963484354804
2.0,0.2,26.0,0.7296313901854232
2.0,0.2,28.0,0.7298905010668564
2.0,0.2,30.0,0.7299405591580772
2.0,0.2,32.0,0.7298212791531515
2.0,0.2,34.0,0.7297479622569972
2.0,0.2,36.0,0.7298475483208259
2.0,0.2,38.0,0.7299088736581809
2.0,0.2,40.0,0.7298378681368154
2.0,0.2,42.0,0.7297714236788271
2.0,0.2,44.0,0.7298867626625148
2.0,0.2,46.0,0.7299068993549286
2.0,0.2,48.0,0.7297775927728096
2.0,0.2,50.0,0.7298076944927492
2.0,0.2,52.0,0.7299197272052785
2.0,0.2,54.0,0.7298665146098046
2.0,0.2,56.0,0.7297515166148459
2.0,0.2,58.0,0.7298528380589683
2.0,0.2,60.0,0.7298240202771871
2.0,0.25,0.0,0.0
2.0,0.25,2.0,0.6827838840818776
2.0,0.25,4.0,0.7023258650860922
2.0,0.25,6.0,0.7034005716335907
2.0,0.25,8.0,0.7034603801671168
2.0,0.25,10.0,0.7034644454846126
2.0,0.25,12.0,0.7034629548123692
2.0,0.25,14.0,0.7034702386613274
2.0,0.25,16.0,0.7034970771729147
2.0,0.25,18.0,0.7034200199868539
2.0,0.25,20.0,0.7036153870235711
2.0,0.25,22.0,0.7035459363737756
2.0,0.25,24.0,0.7032449291775652
2.0,0.25,26.0,0.7033315213620452
2.0,0.25,28.0,0.7034680564743434
2.0,0.25,30.0,0.7035270429228998
2.0,0.25,32.0,0.7035316550083994
2.0,0.25,34.0,0.7034855190701758
2.0,0.25,36.0,0.703403120377948
2.0,0.25,38.0,0.703394804954577
2.0,0.25,40.0,0.7034869778681015
2.0,0.25,42.0,0.7035508620469615
2.0,0.25,44.0,0.7035171302879341
2.0,0.25,46.0,0.7034156073228565
2.0,0.25,48.0,0.7033670813295222
2.0,0.25,50.0,0.703450092678811
2.0,0.25,52.0,0.7035338467095317
2.0,0.25,54.0,0.7035406866249857
2.0,0.25,56.0,0.7034653445245551
2.0,0.25,58.0,0.703374015897689
2.0,0.25,60.0,0.7034367828516311
2.0,0.3,0.0,0.0
2.0,0.3,2.0,0.6646277587827923
2.0,0.3,4.0,0.6798409359114183
2.0,0.3,6.0,0.6804765135968146
2.0,0.3,8.0,0.6805061706699639
2.0,0.3,10.0,0.680508688876656
2.0,0.3,12.0,0.6805090497633862
2.0,0.3,14.0,0.6804970427863539
2.0,0.3,16.0,0.6805802712454921
2.0,0.3,18.0,0.6806036776816172
2.0,0.3,20.0,0.6803036022032793
2.0,0.3,22.0,0.6803096939768287
2.0,0.3,24.0,0.6804263912619682
2.0,0.3,26.0,0.6804885349847145
2.0,0.3,28.0,0.6805257593236723
2.0,0.3,30.0,0.6805568038712041
2.0,0.3,32.0,0.6805815722837543
2.0,0.3,34.0,0.6805862772975544
2.0,0.3,36.0,0.6805559053524254
2.0,0.3,38.0,0.6804942379892976
2.0,0.3,40.0,0.680428273010454
2.0,0.3,42.0,0.6803978107894849
2.0,0.3,44.0,0.6804282290643694
2.0,0.3,46.0,0.6804856739724604
2.0,0.3,48.0,0.6805431186770018
2.0,0.3,50.0,0.6805834647133491
2.0,0.3,52.0,0.6805963872033082
2.0,0.3,54.0,0.6805779983665053
2.0,0.3,56.0,0.680532136374398
2.0,0.3,58.0,0.6804713204940145
2.0,0.3,60.0,0.6804157248879003
2.5,0.05,0.0,0.0
2.5,0.05,2.0,0.8048604390841008
2.5,0.05,4.0,0.8550943068870194
2.5,0.05,6.0,0.8651517540132412
2.5,0.05,8.0,0.867487004463073
2.5,0.05,10.0,0.8680474764393553
2.5,0.05,12.0,0.8681823953536011
2.5,0.05,14.0,0.8682143070675779
2.5,0.05,16.0,0.8682231150704935
2.5,0.05,18.0,0.8682250115344479
2.5,0.05,20.0,0.8682253208828767
2.5,0.05,22.0,0.8682256960207104
2.5,0.05,24.0,0.8682265115532689
2.5,0.05,26.0,0.8682243719375438
2.5,0.05,28.0,0.8682296407685712
2.5,0.05,30.0,0.868231129198781
2.5,0.05,32.0,0.8682199014182695
2.5,0.05,34.0,0.8682362049460126
2.5,0.05,36.0,0.8682614867405992
2.5,0.05,38.0,0.8682082271834843
2.5,0.05,40.0,0.8682195461219748
2.5,0.05,42.0,0.8683149983654872
2.5,0.05,44.0,0.8681755009567957
2.5,0.05,46.0,0.868223747318614
2.5,0.05,48.0,0.8682982130020612
2.5,0.05,50.0,0.8681202916124418
2.5,0.05,52.0,0.8682790325721794
2.5,0.05,54.0,0.8681895968506913
2.5,0.05,56.0,0.8682213721661814
2.5,0.05,58.0,0.8682438928391042
2.5,0.05,60.0,0.8681831920072959
2.5,0.1,0.0,0.0
2.5,0.1,2.0,0.7792925691571262
2.5,0.1,4.0,0.814101463572417
2.5,0.1,6.0,0.8183536330410994
2.5,0.1,8.0,0.8189142235749468
2.5,0.1,10.0,0.8189901235385623
2.5,0.1,12.0,0.8190000267341239
2.5,0.1,14.0,0.8190023723330995
2.5,0.1,16.0,0.8190036556063346
2.5,0.1,18.0,0.8190015477016002
2.5,0.1,20.0,0.819009996860147
2.5,0.1,22.0,0.8190019855645364
2.5,0.1,24.0,0.8190157596848207
2.5,0.1,26.0,0.8190336380633353
2.5,0.1,28.0,0.8189638360944933
2.5,0.1,30.0,0.8191059348804787
2.5,0.1,32.0,0.8189019026589145
2.5,0.1,34.0,0.8190839116979215
2.5,0.1,36.0,0.8189680644174457
2.5,0.1,38.0,0.8189719554961374
2.5,0.1,40.0,0.8190478029824987
2.5,0.1,42.0,0.81892776302113
2.5,0.1,44.0,0.8190405440962027
2.5,0.1,46.0,0.8189868121372841
2.5,0.1,48.0,0.8189973661325401
2.5,0.1,50.0,0.8190329648877384
2.5,0.1,52.0,0.8189579313463548
2.5,0.1,54.0,0.8190527018274538
2.5,0.1,56.0,0.8189489126393701
2.5,0.1,58.0,0.8190433695488649
2.5,0.1,60.0,0.8189665241114757
2.5,0.15,0.0,0.0
2.5,0.15,2.0,0.7561453901652455
2.5,0.15,4.0,0.7810359593414061
2.5,0.15,6.0,0.7830370836890157
2.5,0.15,8.0,0.7832039963531386
2.5,0.15,10.0,0.7832189186234396
2.5,0.15,12.0,0.7832196869253238
2.5,0.15,14.0,0.7832217472050927
2.5,0.15,16.0,0.7832269525629528
2.5,0.15,18.0,0.7832173128231064
2.5,0.15,20.0,0.783270283359159
2.5,0.15,22.0,0.7831746070608374
2.5,0.15,24.0,0.7833688572298054
2.5,0.15,26.0,0.783100607556154
2.5,0.15,28.0,0.7832102723276947
2.5,0.15,30.0,0.7833196354850721
2.5,0.15,32.0,0.7831878394897367
2.5,0.15,34.0,0.7831371544269675
2.5,0.15,36.0,0.7832449164307884
2.5,0.15,38.0,0.7832655170348416
2.5,0.15,40.0,0.7831799628253197
2.5,0.15,42.0,0.7831992882102676
2.5,0.15,44.0,0.7832800367154699
2.5,0.15,46.0,0.7832121730077124
2.5,0.15,48.0,0.783165509737544
2.5,0.15,50.0,0.7832751655367086
2.5,0.15,52.0,0.7832455924861613
2.5,0.15,54.0,0.7831444788430293
2.5,0.15,56.0,0.7832451196913868
2.5,0.15,58.0,0.7832745602055738
2.5,0.15,60.0,0.7831625435037192
2.5,0.2,0.0,0.0
2.5,0.2,2.0,0.7350269954529098
2.5,0.2,4.0,0.7532665328154434
2.5,0.2,6.0,0.7542805510510409
2.5,0.2,8.0,0.7543400768580575
2.5,0.2,10.0,0.7543433452315708
2.5,0.2,12.0,0.7543458278520547
2.5,0.2,14.0,0.7543427187812168
2.5,0.2,16.0,0.7543443725426601
2.5,0.2,18.0,0.7544209438540886
2.5,0.2,20.0,0.7542491859300108
2.5,0.2,22.0,0.7543787019367866
2.5,0.2,24.0,0.7545026376536025
2.5,0.2,26.0,0.7543762863237534
2.5,0.2,28.0,0.7542808565050078
2.5,0.2,30.0,0.7542497724018058
2.5,0.2,32.0,0.7542983577638717
2.5,0.2,34.0,0.7543672549420273
2.5,0.2,36.0,0.7544056885783393
2.5,0.2,38.0,0.7543758386936017
2.5,0.2,40.0,0.7542909990971514
2.5,0.2,42.0,0.7542748650143325
2.5,0.2,44.0,0.7543588678698979
2.5,0.2,46.0,0.7544150277392211
2.5,0.2,48.0,0.7543885565416083
2.5,0.2,50.0,0.7543052335654731
2.5,0.2,52.0,0.7542616021058265
2.5,0.2,54.0,0.7543311146457088
2.5,0.2,56.0,0.7544022415270805
2.5,0.2,58.0,0.7544046330900073
2.5,0.2,60.0,0.7543001817713902
2.5,0.25,0.0,0.0
2.5,0.25,2.0,0.7156547906187897
2.5,0.25,4.0,0.7292799272139325
2.5,0.25,6.0,0.7298219371408087
2.5,0.25,8.0,0.7298418862702415
2.5,0.25,10.0,0.7298426420771231
2.5,0.25,12.0,0.7298455477414896
2.5,0.25,14.0,0.7298754655709935
2.5,0.25,16.0,0.7298244643653976
2.5,0.25,18.0,0.7297816395650445
2.5,0.25,20.0,0.7299686253086445
2.5,0.25,22.0,0.7300000825170928
2.5,0.25,24.0,0.7299405591580532
2.5,0.25,26.0,0.7299073343459406
2.5,0.25,28.0,0.7298895204028013
2.5,0.25,30.0,0.7298700412484316
2.5,0.25,32.0,0.7298378681368166
2.5,0.25,34.0,0.7297932753270283
2.5,0.25,36.0,0.7297578372615345
2.5,0.25,38.0,0.7297672470016928
2.5,0.25,40.0,0.7298076944927565
2.5,0.25,42.0,0.7298552953225101
2.5,0.25,44.0,0.7298942407673421
2.5,0.25,46.0,0.7299169196602411
2.5,0.25,48.0,0.7299202764033123
2.5,0.25,50.0,0.7299037857791665
2.5,0.25,52.0,0.729869813411355
2.5,0.25,54.0,0.7298248390471355
2.5,0.25,56.0,0.7297801249009512
2.5,0.25,58.0,0.7297533760324822
2.5,0.25,60.0,0.7298066539435757
2.5,0.3,0.0,0.0
2.5,0.3,2.0,0.6977836219943516
2.5,0.3,4.0,0.7081197371980811
2.5,0.3,6.0,0.708422564582902
2.5,0.3,8.0,0.7084312235640834
2.5,0.3,10.0,0.7084316218241433
2.5,0.3,12.0,0.7084250269468428
2.5,0.3,14.0,0.708453272323171
2.5,0.3,16.0,0.7085947083056824
2.5,0.3,18.0,0.7085767172820814
2.5,0.3,20.0,0.7084783242445376
2.5,0.3,22.0,0.7084731286311557
2.5,0.3,24.0,0.7084873015281976
2.5,0.3,26.0,0.7084939200270182
2.5,0.3,28.0,0.7084988999464491
2.5,0.3,30.0,0.7085043522720482
2.5,0.3,32.0,0.7085083572342114
2.5,0.3,34.0,0.7085094017823919
2.5,0.3,36.0,0.7085081966514124
2.5,0.3,38.0,0.7085063994776365
2.5,0.3,40.0,0.7085050541250526
2.5,0.3,42.0,0.7085043742108756
2.5,0.3,44.0,0.7085041670975742
2.5,0.3,46.0,0.7085041577165879
2.5,0.3,48.0,0.7085041318151963
2.5,0.3,50.0,0.7085039847453894
2.5,0.3,52.0,0.7085037116798516
2.5,0.3,54.0,0.7085033623131671
2.5,0.3,56.0,0.7085029924775635
2.5,0.3,58.0,0.7085026368686776
2.5,0.3,60.0,0.708405312610913
3.0,0.05,0.0,0.0
3.0,0.05,2.0,0.8283461924163292
3.0,0.05,4.0,0.8696778701009245
3.0,0.05,6.0,0.8770527598050801
3.0,0.05,8.0,0.8785624698646088
3.0,0.05,10.0,0.8788804445398489
3.0,0.05,12.0,0.8789472104734567
3.0,0.05,14.0,0.8789607381449682
3.0,0.05,16.0,0.8789645889765871
3.0,0.05,18.0,0.8789651085624021
3.0,0.05,20.0,0.8789653225690356
3.0,0.05,22.0,0.8789652899310263
3.0,0.05,24.0,0.8789674494359202
3.0,0.05,26.0,0.8789635070418256
3.0,0.05,28.0,0.8789712583562416
3.0,0.05,30.0,0.878978092134722
3.0,0.05,32.0,0.8789530663470815
3.0,0.05,34.0,0.8789891564846758
3.0,0.05,36.0,0.8790094520831012
3.0,0.05,38.0,0.8789075937147809
3.0,0.05,40.0,0.8790350699435595
3.0,0.05,42.0,0.8789668894427013
3.0,0.05,44.0,0.8789278786284462
3.0,0.05,46.0,0.8790207132638691
3.0,0.05,48.0,0.8788881821236322
3.0,0.05,50.0,0.8790115082680178
3.0,0.05,52.0,0.8789041353881366
3.0,0.05,54.0,0.8789979038337914
3.0,0.05,56.0,0.8789281000313258
3.0,0.05,58.0,0.8789598645755295
3.0,0.05,60.0,0.8789559807776276
3.0,0.1,0.0,0.0
3.0,0.1,2.0,0.8027640721117929
3.0,0.1,4.0,0.8301804994469256
3.0,0.1,6.0,0.8329874790937033
3.0,0.1,8.0,0.8332938496692545
3.0,0.1,10.0,0.8333285478441436
3.0,0.1,12.0,0.8333321102070005
3.0,0.1,14.0,0.8333334919965378
3.0,0.1,16.0,0.8333354140453394
3.0,0.1,18.0,0.8333320374306675
3.0,0.1,20.0,0.8333479130929241
3.0,0.1,22.0,0.8333287732338782
3.0,0.1,24.0,0.8333762328633121
3.0,0.1,26.0,0.8333207851751209
3.0,0.1,28.0,0.8334129703884087
3.0,0.1,30.0,0.833236413851942
3.0,0.1,32.0,0.8334338208810689
3.0,0.1,34.0,0.8332640855139845
3.0,0.1,36.0,0.8333118480474597
3.0,0.1,38.0,0.8333781583838012
3.0,0.1,40.0,0.8332910642559413
3.0,0.1,42.0,0.8333330105734135
3.0,0.1,44.0,0.8333671821309654
3.0,0.1,46.0,0.8332850518975952
3.0,0.1,48.0,0.8333619506541357
3.0,0.1,50.0,0.8333438200680219
3.0,0.1,52.0,0.8332967310652832
3.0,0.1,54.0,0.8333836570569649
3.0,0.1,56.0,0.8332967833383153
3.0,0.1,58.0,0.8333383584156809
3.0,0.1,60.0,0.8333151801663472
3.0,0.15,0.0,0.0
3.0,0.15,2.0,0.7797699170645666
3.0,0.15,4.0,0.7986937311498177
3.0,0.15,6.0,0.7999112295048331
3.0,0.15,8.0,0.7999948461483295
3.0,0.15,10.0,0.800000314951412
3.0,0.15,12.0,0.800001440388087
3.0,0.15,14.0,0.7999981408426572
3.0,0.15,16.0,0.800007268314841
3.0,0.15,18.0,0.8000203871438837
3.0,0.15,20.0,0.7999771579047463
3.0,0.15,22.0,0.8001379579603913
3.0,0.15,24.0,0.7999231875254461
3.0,0.15,26.0,0.799891768651422
3.0,0.15,28.0,0.8000455291973215
3.0,0.15,30.0,0.8000610034173229
3.0,0.15,32.0,0.8000093777004067
3.0,0.15,34.0,0.7999477053010403
3.0,0.15,36.0,0.7999665509456406
3.0,0.15,38.0,0.8000359952434016
3.0,0.15,40.0,0.8000463860737435
3.0,0.15,42.0,0.7999713722020794
3.0,0.15,44.0,0.7999459162928405
3.0,0.15,46.0,0.8000305381922413
3.0,0.15,48.0,0.8000574970487042
3.0,0.15,50.0,0.7999871721845709
3.0,0.15,52.0,0.7999318980148887
3.0,0.15,54.0,0.8000068527664821
3.0,0.15,56.0,0.8000584592364107
3.0,0.15,58.0,0.8000128745177308
3.0,0.15,60.0,0.7999408303624749
3.0,0.2,0.0,0.0
3.0,0.2,2.0,0.7589406020158289
3.0,0.2,4.0,0.7723892758357098
3.0,0.2,6.0,0.7729650304082689
3.0,0.2,8.0,0.7729900866776068
3.0,0.2,10.0,0.772991843337368
3.0,0.2,12.0,0.7729893957616409
3.0,0.2,14.0,0.7729970636881617
3.0,0.2,16.0,0.7730511565870389
3.0,0.2,18.0,0.7729279201019044
3.0,0.2,20.0,0.7729236300509397
3.0,0.2,22.0,0.7730701475673525
3.0,0.2,24.0,0.7730846777219001
3.0,0.2,26.0,0.7730611628993151
3.0,0.2,28.0,0.7730442777769063
3.0,0.2,30.0,0.7730271328048971
3.0,0.2,32.0,0.7729984244678465
3.0,0.2,34.0,0.7729553189339907
3.0,0.2,36.0,0.7729202566373574
3.0,0.2,38.0,0.7729366566491984
3.0,0.2,40.0,0.7729844730701709
3.0,0.2,42.0,0.7730311274764397
3.0,0.2,44.0,0.77305651845984
3.0,0.2,46.0,0.7730542738684926
3.0,0.2,48.0,0.7730267215083139
3.0,0.2,50.0,0.7729821353700417
3.0,0.2,52.0,0.7729356887244038
3.0,0.2,54.0,0.7729153566699883
3.0,0.2,56.0,0.7729424666970833
3.0,0.2,58.0,0.772989706928716
3.0,0.2,60.0,0.7729806865394212
3.0,0.25,0.0,0.0
3.0,0.25,2.0,0.7399185849978579
3.0,0.25,4.0,0.7496995897953571
3.0,0.25,6.0,0.7499901810065892
3.0,0.25,8.0,0.7500006992657058
3.0,0.25,10.0,0.7500033236492704
3.0,0.25,12.0,0.7500144056602733
3.0,0.25,14.0,0.7499799535444485
3.0,0.25,16.0,0.749950835562874
3.0,0.25,18.0,0.7500577106375774
3.0,0.25,20.0,0.7500929033646786
3.0,0.25,22.0,0.7500469005445376
3.0,0.25,24.0,0.7500117935247588
3.0,0.25,26.0,0.7499964256675536
3.0,0.25,28.0,0.7499925493571439
3.0,0.25,30.0,0.7499951124431712
3.0,0.25,32.0,0.7500014255842213
3.0,0.25,34.0,0.7500087089618844
3.0,0.25,36.0,0.7500144987280811
3.0,0.25,38.0,0.750017993363098
3.0,0.25,40.0,0.7500198886863028
3.0,0.25,42.0,0.7500212624986423
3.0,0.25,44.0,0.7500228429452933
3.0,0.25,46.0,0.7500248810731945
3.0,0.25,48.0,0.7500273002800184
3.0,0.25,50.0,0.750029890034551
3.0,0.25,52.0,0.7500324537655858
3.0,0.25,54.0,0.7500348817040586
3.0,0.25,56.0,0.750037153632644
3.0,0.25,58.0,0.7500393024669055
3.0,0.25,60.0,0.7499879902112668
3.0,0.3,0.0,0.0
3.0,0.3,2.0,0.7224402689657397
3.0,0.3,4.0,0.7296880222974728
3.0,0.3,6.0,0.7298411369051215
3.0,0.3,8.0,0.7298439979459023
3.0,0.3,10.0,0.7298455477349627
3.0,0.3,12.0,0.7298737320731427
3.0,0.3,14.0,0.7299613454489557
3.0,0.3,16.0,0.7299634844943386
3.0,0.3,18.0,0.7299361644580931
3.0,0.3,20.0,0.729940559201182
3.0,0.3,22.0,0.7299019175828473
3.0,0.3,24.0,0.7298475483133968
3.0,0.3,26.0,0.7298032619284566
3.0,0.3,28.0,0.7297714236914711
3.0,0.3,30.0,0.72975783727392
3.0,0.3,32.0,0.7297775926886989
3.0,0.3,34.0,0.7298196884720314
3.0,0.3,36.0,0.7298665145557558
3.0,0.3,38.0,0.7299029609931644
3.0,0.3,40.0,0.7299202764459047
3.0,0.3,42.0,0.7299157755257004
3.0,0.3,44.0,0.7298910142452908
3.0,0.3,46.0,0.7298511153976859
3.0,0.3,48.0,0.7298051426683815
3.0,0.3,50.0,0.7297665650975071
3.0,0.3,52.0,0.7297533171646646
3.0,0.3,54.0,0.7297804556551376
3.0,0.3,56.0,0.7298255601891109
3.0,0.3,58.0,0.729870996032286
3.0,0.3,60.0,0.729817457457435
